image,type,source,csd_target
v260_00_structured_worksheet_template_claude.png,Structured Worksheet Template,claude,0.4914
v260_01_structured_worksheet_template_chatgpt.png,Structured Worksheet Template,chatgpt,0.0123
v260_02_structured_worksheet_template_qwen.png,Structured Worksheet Template,qwen,0.4914
v260_03_data_visualization_chart_claude.png,Data Visualization Chart,claude,0.5757
v260_04_data_visualization_chart_chatgpt.png,Data Visualization Chart,chatgpt,0.0869
v260_05_data_visualization_chart_qwen.png,Data Visualization Chart,qwen,0.097
v260_06_historical_figure_portrait_claude.png,Historical Figure Portrait,claude,0.0617
v260_07_historical_figure_portrait_chatgpt.png,Historical Figure Portrait,chatgpt,0.0705
v260_08_historical_figure_portrait_qwen.png,Historical Figure Portrait,qwen,0.0613
v260_09_multi_character_classroom_collaboration_claude.png,Multi-Character Classroom Collaboration,claude,0.1173
v260_10_multi_character_classroom_collaboration_chatgpt.png,Multi-Character Classroom Collaboration,chatgpt,0.1272
v260_11_multi_character_classroom_collaboration_qwen.png,Multi-Character Classroom Collaboration,qwen,0.1298
v260_12_intergenerational_indoor_scene_claude.png,Intergenerational Indoor Scene,claude,0.1275
v260_13_intergenerational_indoor_scene_chatgpt.png,Intergenerational Indoor Scene,chatgpt,0.137
v260_14_intergenerational_indoor_scene_qwen.png,Intergenerational Indoor Scene,qwen,0.1449
v260_15_single_character_cutout_claude.png,Single-Character Cutout,claude,0.1543
v260_16_single_character_cutout_chatgpt.png,Single-Character Cutout,chatgpt,0.1684
v260_17_single_character_cutout_qwen.png,Single-Character Cutout,qwen,0.1884
v260_18_labeled_science_diagram_claude.png,Labeled Science Diagram,claude,0.6775
v260_19_labeled_science_diagram_chatgpt.png,Labeled Science Diagram,chatgpt,0.1458
v260_20_labeled_science_diagram_qwen.png,Labeled Science Diagram,qwen,0.1498
v260_21_geometric_shape_set_claude.png,Geometric Shape Set,claude,0.7012
v260_22_geometric_shape_set_chatgpt.png,Geometric Shape Set,chatgpt,0.1879
v260_23_geometric_shape_set_qwen.png,Geometric Shape Set,qwen,0.178
