image,type,source,csd_target
v259_00_structured_worksheet_template_claude.png,Structured Worksheet Template,claude,0.4797
v259_01_structured_worksheet_template_chatgpt.png,Structured Worksheet Template,chatgpt,0.4865
v259_02_structured_worksheet_template_qwen.png,Structured Worksheet Template,qwen,0.4797
v259_03_data_visualization_chart_claude.png,Data Visualization Chart,claude,0.5109
v259_04_data_visualization_chart_chatgpt.png,Data Visualization Chart,chatgpt,0.7827
v259_05_data_visualization_chart_qwen.png,Data Visualization Chart,qwen,0.7719
v259_06_historical_figure_portrait_claude.png,Historical Figure Portrait,claude,0.3295
v259_07_historical_figure_portrait_chatgpt.png,Historical Figure Portrait,chatgpt,0.2353
v259_08_historical_figure_portrait_qwen.png,Historical Figure Portrait,qwen,0.3134
v259_09_multi_character_classroom_collaboration_claude.png,Multi-Character Classroom Collaboration,claude,0.117
v259_10_multi_character_classroom_collaboration_chatgpt.png,Multi-Character Classroom Collaboration,chatgpt,0.1245
v259_11_multi_character_classroom_collaboration_qwen.png,Multi-Character Classroom Collaboration,qwen,0.1207
v259_12_intergenerational_indoor_scene_claude.png,Intergenerational Indoor Scene,claude,0.1244
v259_13_intergenerational_indoor_scene_chatgpt.png,Intergenerational Indoor Scene,chatgpt,0.1277
v259_14_intergenerational_indoor_scene_qwen.png,Intergenerational Indoor Scene,qwen,0.6636
v259_15_single_character_cutout_claude.png,Single-Character Cutout,claude,0.7914
v259_16_single_character_cutout_chatgpt.png,Single-Character Cutout,chatgpt,0.6885
v259_17_single_character_cutout_qwen.png,Single-Character Cutout,qwen,0.7133
v259_18_labeled_science_diagram_claude.png,Labeled Science Diagram,claude,0.6383
v259_19_labeled_science_diagram_chatgpt.png,Labeled Science Diagram,chatgpt,0.4784
v259_20_labeled_science_diagram_qwen.png,Labeled Science Diagram,qwen,0.7507
v259_21_geometric_shape_set_claude.png,Geometric Shape Set,claude,0.6547
v259_22_geometric_shape_set_chatgpt.png,Geometric Shape Set,chatgpt,0.7884
v259_23_geometric_shape_set_qwen.png,Geometric Shape Set,qwen,0.7664
